,Артикул,Артикул WB,Наименование,Полное наименование,Цвет,Размер,Кол-во,Пол,Материал
121,CSJ 62435 (235),CSJ62435(235)/,CSJ 62435 (235) Футболка для девочки,CSJ 62435 (235) Футболка для девочки Лиловый (164)-84,Лиловый,(164)-84,1,Женский,"кулирная гладь, 100% хлопок"
122,CSK 62416 (231) ,CSK62416(231)/,CSK 62416 (231) Футболка для мальчика,CSK 62416 (231) Футболка для мальчика Синий (128)-64,Синий,(128)-64,3,Мужской,"кулирная гладь, 100% хлопок"
123,CSK 62416 (231) ,CSK62416(231)/,CSK 62416 (231) Футболка для мальчика,CSK 62416 (231) Футболка для мальчика Т.синий (116)-60,Т.синий,(116)-60,3,Мужской,"кулирная гладь, 100% хлопок"
124,CSK 7890 (226),CSK7890(226)/,CSK 7890 (226) Бриджи для девочки,CSK 7890 (226) Бриджи для девочки Т.фуксия (128)-64,Т.фуксия,(128)-64,6,Женский,"кулирная гладь, 92% хлопок, 8% эластан"
125,CSK 7890 (226),CSK7890(226)/,CSK 7890 (226) Бриджи для девочки,CSK 7890 (226) Бриджи для девочки Лаванда (110)-60,Лаванда,(110)-60,5,Женский,"кулирная гладь, 92% хлопок, 8% эластан"
126,CSK 7859 (223),CSK7859(223)/,CSK 7859 (223) Бриджи для девочки,CSK 7859 (223) Бриджи для девочки Синий (122)-64,Синий,(122)-64,6,Женский,"кулирная гладь, 92% хлопок, 8% эластан"
127,CSK 7881 (225) ,CSK7881(225)/,CSK 7881 (225) Бриджи для девочки,CSK 7881 (225) Бриджи для девочки Морская волна (122)-64,Морская волна,(122)-64,6,Женский,"кулирная гладь, 92% хлопок, 8% эластан"
128,CSK 7881 (225) ,CSK7881(225)/,CSK 7881 (225) Бриджи для девочки,CSK 7881 (225) Бриджи для девочки Морская волна (128)-64,Морская волна,(128)-64,6,Женский,"кулирная гладь, 92% хлопок, 8% эластан"
129,CSK 9832 (223),CSK9832(223)/,"CSK 9832 (223) Комплект для девочки (платье типа ""туника"", бриджи)","CSK 9832 (223) Комплект для девочки (платье типа ""туника"", бриджи) Красный (122)-64",Красный,(122)-64,4,Женский,"кулирная гладь, 100% хлопок"
130,CSK 62431 (226),CSK62431(226)/,CSK 62431 (226) Футболка для девочки,CSK 62431 (226) Футболка для девочки Св.розовый (116)-60,Св.розовый,(116)-60,2,Женский,"кулирная гладь, 92% хлопок, 8% эластан"
131,CSJ 62412 (239),CSJ62412(239)/,CSJ 62412 (239) Футболка для мальчика,CSJ 62412 (239) Футболка для мальчика Экрю (140)-72,Экрю,(140)-72,3,Мужской,"кулирная гладь, 100% хлопок"
132,CSJ 62408 (233) ,CSJ62408(233)/,CSJ 62408 (233) Футболка для девочки,CSJ 62408 (233) Футболка для девочки Белый-Т.синий (146)-76,Белый-Т.синий,(146)-76,1,Женский,"кулирная гладь, 100% хлопок"
133,CSK 62362 (229),CSK62362(229)/,CSK 62362 (229) Футболка для мальчика,CSK 62362 (229) Футболка для мальчика Оливковый (104)-56,Оливковый,(104)-56,3,Мужской,"кулирная гладь, 100% хлопок"
134,CSJ 62411 (233),CSJ62411(233)/,"CSJ 62411 (233) Платье типа ""туника"" для девочки","CSJ 62411 (233) Платье типа ""туника"" для девочки Белый-Т.синий (134)-68",Белый-Т.синий,(134)-68,1,Женский,"кулирная гладь, 100% хлопок"
135,CSK 62417 (231) ,CSK62417(231)/,CSK 62417 (231) Футболка для мальчика,CSK 62417 (231) Футболка для мальчика Красный (092)-52,Красный,(092)-52,5,Мужской,"кулирная гладь, 100% хлопок"
136,CSK 62417 (231) ,CSK62417(231)/,CSK 62417 (231) Футболка для мальчика,CSK 62417 (231) Футболка для мальчика Зеленый (110)-60,Зеленый,(110)-60,3,Мужской,"кулирная гладь, 100% хлопок"
137,CAK 2347,CAK2347/,CAK 2347 Майка для мальчика,CAK 2347 Майка для мальчика Синий (110-116)-60,Синий,(110-116)-60,4,Мужской,"кулирная гладь, 100% хлопок"
138,CAK 2347,CAK2347/,CAK 2347 Майка для мальчика,CAK 2347 Майка для мальчика Св.серый  (122-128)-64,Св.серый ,(122-128)-64,1,Мужской,"кулирная гладь, 100% хлопок"
139,CSK 62461 (222) ,CSK62461(222)/,CSK 62461 (222) Платье для девочки,CSK 62461 (222) Платье для девочки Бирюзовый (128)-64,Бирюзовый,(128)-64,3,Женский,"кулирная гладь, 100% хлопок"
140,CSK 62461 (222) ,CSK62461(222)/,CSK 62461 (222) Платье для девочки,CSK 62461 (222) Платье для девочки Фуксия (092)-52,Фуксия,(092)-52,2,Женский,"кулирная гладь, 100% хлопок"
141,CSK 7873 (230),CSK7873(230)/,CSK 7873 (230) Шорты для мальчика,CSK 7873 (230) Шорты для мальчика Т.синий (116)-60,Т.синий,(116)-60,1,Мужской,"кулирная гладь, 100% хлопок"
142,CSK 7873 (230),CSK7873(230)/,CSK 7873 (230) Шорты для мальчика,CSK 7873 (230) Шорты для мальчика Т.синий (128)-64,Т.синий,(128)-64,3,Мужской,"кулирная гладь, 100% хлопок"
143,CSJ 62386 (238),CSJ62386(238)/,CSJ 62386 (238) Футболка для мальчика,CSJ 62386 (238) Футболка для мальчика Желтый-Белый (140)-72,Желтый-Белый,(140)-72,1,Мужской,"кулирная гладь, 100% хлопок"
144,CSJ 62406 (233) ,CSJ62406(233)/,CSJ 62406 (233) Футболка для девочки,CSJ 62406 (233) Футболка для девочки Т.синий-Белый (158)-80,Т.синий-Белый,(158)-80,6,Женский,"кулирная гладь, 92% хлопок, 8% эластан"
145,CJ 7T120 (239) ,CJ7T120(239)/,CJ 7T120 (239) Шорты для мальчика,CJ 7T120 (239) Шорты для мальчика Т.серый (140)-72,Т.серый,(140)-72,3,Мужской,"поплин, 100% хлопок"
146,CSJ 62364 (237),CSJ62364(237)/,CSJ 62364 (237) Футболка для мальчика,CSJ 62364 (237) Футболка для мальчика Оранжевый (152)-80,Оранжевый,(152)-80,1,Мужской,"кулирная гладь, 100% хлопок"
147,CSK 7878 (231),CSK7878(231)/,CSK 7878 (231) Шорты для мальчика,CSK 7878 (231) Шорты для мальчика Зеленый (098)-56,Зеленый,(098)-56,1,Мужской,"кулирная гладь, 100% хлопок"
148,CSK 62399 (230),CSK62399(230)/,CSK 62399 (230) Футболка для мальчика,CSK 62399 (230) Футболка для мальчика Белый-Т.синий (110)-60,Белый-Т.синий,(110)-60,1,Мужской,"кулирная гладь, 100% хлопок"
149,CSK 62399 (230),CSK62399(230)/,CSK 62399 (230) Футболка для мальчика,CSK 62399 (230) Футболка для мальчика Белый-Т.синий (098)-56,Белый-Т.синий,(098)-56,4,Мужской,"кулирная гладь, 100% хлопок"
150,CAJ 62443 ,CAJ62443/,CAJ 62443 Джемпер для мальчика,CAJ 62443 Джемпер для мальчика Изумрудный (128)-64,Изумрудный,(128)-64,8,Мужской,"рибана, 95% хлопок, 5% эластан"
151,CAJ 62449,CAJ62449/,CAJ 62449 Джемпер для девочки,CAJ 62449 Джемпер для девочки Белый (128)-64,Белый,(128)-64,2,Женский,"кулирная гладь, 92% хлопок, 8% элатсан; сетка, 90% нейлон, 10% эластан"
152,CAJ 62454 ,CAJ62454/,CAJ 62454 Джемпер для девочки,CAJ 62454 Джемпер для девочки Белый-Т.синий (158)-80,Белый-Т.синий,(158)-80,22,Женский,"кулирная гладь, 92% хлопок, 8% эластан"
153,CAJ 62456,CAJ62456/,CAJ 62456 Джемпер для девочки,CAJ 62456 Джемпер для девочки Св.розовый (158)-80,Св.розовый,(158)-80,18,Женский,"кулирная гладь, 92% хлопок, 8% эластан"
154,CAJ 62450,CAJ62450/,CAJ 62450 Водолазка для девочки,CAJ 62450 Водолазка для девочки Св.розовый (158)-80,Св.розовый,(158)-80,9,Женский,"кулирная гладь, 92% хлопок, 8% эластан"
155,CAK 2237 ,CAK2237/,CAK 2237 Майка для девочки,CAK 2237 Майка для девочки Св.желтый (ажур) (122-128)-64,Св.желтый (ажур),(122-128)-64,20,Женский,"рибана, 100% хлопок"
156,CAK 2237 ,CAK2237/,CAK 2237 Майка для девочки,CAK 2237 Майка для девочки Св.розовый (ажур) (098-104)-56,Св.розовый (ажур),(098-104)-56,34,Женский,"рибана, 100% хлопок"
157,CAJ 5432,CAJ5432/,"CAJ 5432 Платье модель ""туника"" для девочки","CAJ 5432 Платье модель ""туника"" для девочки Св.розовый (158)-80",Св.розовый,(158)-80,18,Женский,"кулирная гладь, 100% хлопок"
158,CAK 1501 ,CAK1501/,CAK 1501 Трусы для девочки,CAK 1501 Трусы для девочки Розовый (092)-52,Розовый,(092)-52,9,Женский,"рибана, 100% хлопок"
159,CWB 62542 (249) ,CWB62542(249)/,CWB 62542 (249) Джемпер ясельный,CWB 62542 (249) Джемпер ясельный Бежевый-Розовый (068)-44,Бежевый-Розовый,(068)-44,5,Женский,"рибана, 100% хлопок"
160,CWB 7931 (248) ,CWB7931(248)/,CWB 7931 (248) Ползунки ясельные,CWB 7931 (248) Ползунки ясельные Желтый (062)-40,Желтый,(062)-40,1,Женский,"интерлок, 100% хлопок"
161,CWB 7931 (248) ,CWB7931(248)/,CWB 7931 (248) Ползунки ясельные,CWB 7931 (248) Ползунки ясельные Экрю (074)-48,Экрю,(074)-48,2,Женский,"интерлок, 100% хлопок"
162,CWK 7905 (240) ,CWK7905(240)/,CWK 7905 (240) Брюки для девочки,CWK 7905 (240) Брюки для девочки Розовый (116)-60,Розовый,(116)-60,7,Женский,"футер с начесом, 100% хлопок"
163,CWK 7906 (240) ,CWK7906(240)/,CWK 7906 (240) Брюки для девочки,CWK 7906 (240) Брюки для девочки Розовый (104)-56,Розовый,(104)-56,34,Женский,"футер с начесом, 100% хлопок"
164,CWK 62476 (241),CWK62476(241)/,CWK 62476 (241) Джемпер для девочки,CWK 62476 (241) Джемпер для девочки Экрю (104)-56,Экрю,(104)-56,7,Женский,"интерлок, 100% хлопок"
165,CWB 7932 (248) ,CWB7932(248)/,CWB 7932 (248) Ползунки ясельные,CWB 7932 (248) Ползунки ясельные Розовый (068)-44,Розовый,(068)-44,7,Женский,"интерлок, 100% хлопок"
166,CSK 62376-1 (224),CSK62376-1(224)/,CSK 62376-1 (224) Футболка для девочки,CSK 62376-1 (224) Футболка для девочки Серый меланж (122)-64,Серый меланж,(122)-64,11,Женский,"кулирная гладь, 80% хлопок, 20% п/э"
